Index Number,Stop Number,Common Stop Name,Street Name,Town Name,Latitude,Longitude
IE10341,346131,Caher,,,52.9617,-8.6617
IE10342,337881,Ballintlea West,,,52.7092,-8.7714
IE10343,336631,Cratloemoyle,,,52.6819,-8.7112
IE10344,351591,Corofin,,,52.9449,-9.0644
IE10345,8360BE500007,Ennis Station Bay 4,,,52.8393,-8.9758
IE10346,8360BE500006,Ennis Station Bay 3,,,52.8393,-8.9758
IE10347,8360BE500004,Ennis Station Bay 1,,,52.8392,-8.9757
IE10348,8360BE500008,Ennis Station Bay 5,,,52.8394,-8.9758
IE10349,8360BE500005,Ennis Station Bay 2,,,52.8392,-8.9758
IE10350,8360BE500009,Ennis Station Bay 6,,,52.8394,-8.9759
IE10351,8360BE500010,Ennis Station Bay 7,,,52.8395,-8.9756
IE10352,8360BE500003,Ennis Station Bay 8,,,52.8391,-8.9754
IE10353,131031,Rosmadda West,,,52.7001,-8.6003
IE10354,338421,Knockdonagh,,,52.7374,-8.6037
IE10355,337941,Liscullaun,,,52.8492,-8.7055
IE10356,8360IR0003,Ennis,,,52.8392,-8.9754
IE10357,8360IR0010,Sixmilebridge,,,52.7381,-8.7853
IE10358,357901,Crusheen,R458,Crusheen,52.9383,-8.899
IE10359,301241,Corbehagh,,,52.9894,-8.7032
IE10360,338092,FRMYL,,,52.7942,-8.6268
IE10361,337942,RYNSX,,,52.8492,-8.7055
IE10362,337461,Mountshannon,,,52.9319,-8.4289
IE10363,335451,Mullagh,,,52.7999,-9.4136
IE10364,10531,Kildysart Road,,,52.8207,-8.9777
IE10365,10918,Doonbeg,,,52.7302,-9.53
IE10366,10846,Kilrush,,,52.6373,-9.4862
IE10367,10535,Querrin,,,52.6357,-9.5963
IE10368,10536,Carrigaholt,,,52.6039,-9.7088
IE10369,10537,Cross,,,52.5985,-9.7752
IE10370,10538,Kilbaha,,,52.5695,-9.863
IE10371,10539,Loop Head,,,52.5609,-9.9301
IE10372,10907,Kilrush,,,52.6368,-9.4878
IE10373,10908,Aldi Kilrush,,,52.641,-9.4826
IE10374,10909,Cree,,,52.746,-9.4303
IE10375,10910,Lissycasey,,,52.7486,-9.1482
IE10376,10845,Ennis Friars Walk,,,52.844,-8.9812
IE10377,10512,Dulick Enterprise Centre,,,52.861,-8.9804
IE10378,10513,Knock,,,52.6288,-9.3317
IE10379,10514,Moneypoint,,,52.6114,-9.4357
IE10380,10515,Vandeleur Garden,,,52.6314,-9.4765
IE10381,10516,Killimer Ferry,,,52.6151,-9.3817
IE10382,10517,Kilmurry McMahon,,,52.6529,-9.303
IE10383,10518,Cranny,,,52.693,-9.2239
IE10384,10519,Ballycorick,,,52.7335,-9.0622
IE10385,10520,Newhall Cross,,,52.7998,-9.0152
IE10386,10521,St.Flannan's College,,,52.8343,-8.9821
IE10387,10522,Clare Marts,Quin Road,,52.8391,-8.9715
IE10388,10523,Clonroad Business Park,,,52.8438,-8.9754
IE10389,10524,Education Centre,,,52.8627,-8.9832
IE10390,10525,Station Court,,,52.8401,-8.9771
IE10391,10526,Ennis Hospital,,,52.8506,-8.9814
IE10392,10527,Mill Road,,,52.8439,-8.9886
IE10393,10528,Considine Terrace,,,52.8452,-8.9903
IE10394,10529,Collins Park,,,52.837,-8.9894
IE10395,12172,Knockerry West,,,52.6582,-9.3986
IE10396,12802,Doonaha,,,52.6234,-9.6466
IE10397,301221,Knockanena,,,52.9717,-8.6723
IE10398,8360GA00012,Killimer,,,52.6148,-9.3803
IE10399,8360GA00013,Doolin Pier,,,53.0152,-9.4062
IE10400,336621,Montpelier,,Mountpelier,52.7502,-8.4966
IE10401,336741,Montpelier,,,52.7503,-8.4967
IE10402,8360B109931,The Square,,,52.6798,-9.6455
IE10403,10993,Kilkee,,,52.6798,-9.6455
IE10404,12173,Knockerra,,,52.6557,-9.3978
IE10405,12170,Killimer,,,52.6173,-9.3819
IE10406,12176,Ballynacally,,,52.719,-9.067
IE10407,12174,Gort Road Business Park,Gort Road Industrial Estate,,52.8607,-8.9826
IE10408,12175,Woodhaven,,,52.8309,-8.9959
IE10409,12305,Woodhaven,Kilrush Road,,52.8314,-8.995
IE10410,12171,Lisheen,,,52.7552,-9.0434
IE10411,12178,Drumquin,,,52.7674,-9.0248
IE10412,12169,Killimer,,,52.6172,-9.3812
IE10413,8360LL10530,Tesco Kilrush,,,52.6427,-9.4776
IE10414,12451,Broadford,,,52.8037,-8.6333
IE10415,12452,Saint Patrick's Church,,,52.8405,-8.6709
IE10416,12453,Hillcrest Grove,,,52.8035,-8.7534
IE10417,12454,Quin,,,52.8183,-8.8657
IE10418,12455,Saint Joseph's GAA,,,52.8409,-8.9068
IE10419,12456,Bunnow,Quin Road,,52.8386,-8.9631
IE10420,12318,Clare Marts,Quin Road,,52.8395,-8.9733
IE10421,12457,Bunnow,Quin Road,,52.8387,-8.9641
IE10422,12458,Quin,,,52.8184,-8.8658
IE10423,12459,Hillcrest Grove,,,52.8037,-8.7533
IE10424,12460,Saint Patrick's Church,,,52.8406,-8.6709
IE10425,12461,Broadford,,,52.8035,-8.6331
IE10426,604221,Manusmore,,,52.7981,-8.924
IE10427,604231,Manusmore,,,52.7979,-8.924
IE10428,836000025,Lakyle School,,,52.9534,-8.3622
IE10429,11801,Whitegate,Main Street,,52.9505,-8.3729
IE10430,836000027,Lakyle School,,,52.9534,-8.3623
IE10431,11802,Cappaduff,,,52.9324,-8.441
IE10432,11820,Cappaduff,,,52.9324,-8.4411
IE10433,11803,Scariff,Market Square,,52.9109,-8.5312
IE10434,11804,Drewsborough,,,52.9023,-8.5392
IE10435,11805,Tuamgraney,,,52.8993,-8.5406
IE10436,11819,Tuamgraney,,,52.899,-8.5408
IE10437,836000034,Lismeehan,,,52.8748,-8.7033
IE10438,11806,Tulla,,,52.8672,-8.7561
IE10439,11807,Tulla West,,,52.8644,-8.7611
IE10440,11818,Tulla West,,,52.8645,-8.7612
IE10441,11808,Gort na mBláth,Tulla Road,,52.8579,-8.9434
IE10442,11817,Gort na mBláth,Tulla Road,,52.858,-8.9435
IE10443,11809,Ballymacahill Cross,Tulla Road,,52.8569,-8.9503
IE10444,11810,An Sean Dún,Tulla Road,,52.856,-8.957
IE10445,11815,Rosslevan,Tulla Road,,52.8559,-8.9608
IE10446,11816,Roslevan,Tulla Road,,52.8574,-8.9475
IE10447,11811,Cappahard,,,52.8559,-8.964
IE10448,11812,Knockanoura,,,52.8546,-8.9692
IE10449,11814,Cappahard,Knockaderry Grove,,52.8559,-8.9656
IE10450,12544,Cappahard,,,52.8555,-8.9672
IE10451,11886,Flagmount,,,52.9875,-8.6472
IE10452,11887,Feakle,,,52.9266,-8.6466
IE10453,11888,Digital Hub,,,52.9254,-8.6442
IE10454,14387,Digital Hub,,,52.9256,-8.644
IE10455,11889,Feakle,,,52.9262,-8.6471
IE10456,11813,Cappahard,Tulla Road,,52.8554,-8.9677
IE10457,11918,Burren Castle Hotel,,,53.0189,-9.3157
IE10458,11919,Ballyvaughan South,,,53.1141,-9.1508
IE10459,11920,Burren Atlantic Hotel,,,53.1183,-9.1528
IE10460,11921,Ballyvaughan South,,,53.1141,-9.1507
IE10461,11922,Lisdoonvarna,Main Street,,53.0293,-9.2897
IE10462,336861,Smithstown,,,52.7165,-8.8703
IE10463,336891,Smithstown,,,52.7164,-8.8703
IE10464,337091,Sixmilebridge,,,52.7418,-8.776
IE10465,337271,Sixmilebridge Station,,,52.7383,-8.7818
IE10466,337381,Sixmilebridge Station,,,52.7382,-8.7819
IE10467,603381,Ballinoosky,,,52.7376,-8.9063
IE10468,603391,Ballinoosky,,,52.7374,-8.9063
IE10469,603401,Urlan More,,,52.7418,-8.9095
IE10470,603411,Urlan More,,,52.7416,-8.9096
IE10471,600311,Ennis Bóthar na Trócaire,,,52.8432,-8.9782
IE10472,12154,Vandeleur Garden,,,52.6315,-9.4768
IE10473,12155,Moneypoint,,,52.6114,-9.4354
IE10474,12156,Knock,,,52.6287,-9.3314
IE10475,12157,Coolmeen,,,52.6594,-9.2143
IE10476,12158,Feagh,,,52.7936,-9.0047
IE10477,603421,Saint Finnachta's School,R470,,52.7442,-8.7797
IE10478,603431,Saint Finnachta's School,R470,,52.7437,-8.7783
IE10479,603441,Saint Caimin's School,,,52.7061,-8.8639
IE10480,603451,Saint Caimin's School,,,52.7067,-8.8645
IE10481,603461,Drom Cuilinn,,,52.7033,-8.8635
IE10482,603471,Drom Cuilinn,,,52.7033,-8.863
IE10483,603481,Bóthar Síoda,,,52.7018,-8.8687
IE10484,603491,Bóthar Síoda,,,52.702,-8.8671
IE10485,603501,Ieverstown,R462,,52.7424,-8.7725
IE10486,603511,Ieverstown,R462,,52.7424,-8.7724
IE10487,603521,Mount Ievers,R462,,52.7462,-8.7741
IE10488,603531,Mount Ievers,R462,,52.746,-8.7737
IE10489,12294,Mill Road,Old Mill Street,,52.844,-8.9889
IE10490,12295,Quin Road Business Park,,,52.8358,-8.9717
IE10491,12296,Ballycorick,,,52.7335,-9.0618
IE10492,12297,Kilmurry McMahon,,,52.6528,-9.3027
IE10493,12298,Labasheeda,,,52.6203,-9.2557
IE10494,12354,Ballymacahill Cross,Tulla Road,,52.8569,-8.9509
IE10495,12355,Corrovorrin,Tulla Road,,52.8538,-8.9717
IE10496,12356,Corrovorrin,Tulla Road,,52.8535,-8.9721
IE10497,12357,Drewsborough,,,52.9021,-8.5396
IE10498,12407,Ballyvaughan Pier,,,53.1196,-9.1538
IE10499,12408,Ballyvaughan Pier,,,53.1193,-9.1537
IE10500,12619,Parkroe,,,52.7133,-8.6031
IE10501,12620,Parkroe,,,52.7129,-8.6032
IE10502,8360GA12763,Shannon Airport Check-in,,,52.6924,-8.9216
IE10503,8360GA12778,Shannon Airport,,,52.6928,-8.9208
IE10504,12967,Clareabbey (Event Stop),,,52.8241,-8.9772
IE10505,13076,Ballyryan,,,53.0609,-9.3622
IE10506,13077,Ballyryan,,,53.0608,-9.3621
IE10507,13078,Blackwater,,,52.7101,-8.6037
IE10508,13079,Blackwater,,,52.7103,-8.6032
IE10509,13719,Aillwee,,,53.0894,-9.1439
IE10510,13720,Burren National Park,,,52.9968,-9.0373
IE10511,13721,Caherconnell,,,53.0419,-9.1372
IE10512,13722,Caherconnell,,,53.042,-9.1371
IE10513,13723,Carran,,,53.0354,-9.0767
IE10514,13724,Carran,,,53.0354,-9.0769
IE10515,13725,Corofin,,,52.945,-9.0629
IE10516,13726,Keelhilla,,,53.0741,-8.9899
IE10517,13727,Michael Cusack Centre,,,53.019,-9.0858
IE10518,13728,Miltown Malbay GAA,Bog Road,,52.8532,-9.4083
IE10519,13729,Poulnabrone,,,53.0469,-9.1409
IE10520,13730,Poulnabrone,,,53.0469,-9.1411
IE10521,13731,Slieve Carran,,,53.0763,-8.9988
IE10522,13732,The Pavilion,,,53.0261,-9.2899
IE10523,14218,Gleninagh Pier,,,53.1392,-9.2232
IE10524,14223,Gleninagh Pier,,,53.1391,-9.2232
IE10525,14769,Clarecastle,,,52.8146,-8.9668
IE10526,14770,Clarecastle,Barrack Street,,52.8145,-8.9655
IE10527,14771,Westfields,Banner Court,,52.8296,-8.9795
IE10528,14772,Castlewood,Clon Road,,52.8371,-8.9814
IE10529,14773,Ard na Gréine,Clon Road,,52.8392,-8.9786
IE10530,14774,Station Road,Station Road,,52.8407,-8.9797
IE10531,14775,Páirc Chíosóg,,,52.8463,-8.9761
IE10532,14776,Fergus Lawn,Lifford Road,,52.8513,-8.9736
IE10533,14777,Ennis Hospital,,,52.8512,-8.9821
IE10534,14778,Drumcliff Road,Gort Road,,52.8537,-8.9833
IE10535,14779,Glenina,Gort Road,,52.8586,-8.9827
IE10536,14780,Gort Road Business Park,,,52.8619,-8.9813
IE10537,14781,Dulick,,,52.8645,-8.9806
IE10538,14782,Ballyallia Cross,,,52.8688,-8.976
IE10539,14783,Ballymaley,,,52.8731,-8.9645
IE10540,14784,Ballymaley,,,52.873,-8.9644
IE10541,14785,Ballyallia Cross,Gort Road,,52.8689,-8.9753
IE10542,14786,Dulick,Gort Road,,52.8643,-8.9805
IE10543,14787,Gort Road Business Park,Gort Road,,52.8618,-8.9812
IE10544,14788,Glenina,Gort Road,,52.8574,-8.983
IE10545,14789,Drumcliff Road,Gort Road,,52.8531,-8.9829
IE10546,14790,Fergus Lawn,Clon Road,,52.8506,-8.9728
IE10547,14791,Knox's Bridge,Clon Road,,52.8485,-8.9726
IE10548,14792,Páirc Chíosóg,Francis Street,,52.8458,-8.9772
IE10549,14793,Station Road,Station Road,,52.8408,-8.9796
IE10550,14794,Ard na Gréine,Clon Road,,52.8387,-8.9788
IE10551,14795,Saint Flannan's College,Limerick Road,,52.8333,-8.9813
IE10552,14796,Westfields,Limerick Road,,52.8292,-8.9792
IE10553,14797,Hillcrest,Tulla Road,,52.859,-8.9398
IE10554,14798,College Green,Springfield,,52.8304,-8.988
IE10555,14799,Cahercalla,,,52.8335,-8.9928
IE10556,14800,Dalcassian Drive,Kilrush Road,,52.8401,-8.987
IE10557,14801,Carmody Street,Carmody Street,,52.8427,-8.9875
IE10558,14802,Hermitage,Circular Road,,52.8461,-8.9904
IE10559,14803,Cloughleigh Road,,Clough,52.8478,-8.9935
IE10560,14804,Claureen,Lahinch Road,,52.8501,-8.999
IE10561,14805,Shanaway Road,Shanaway Road,,52.8506,-9.0046
IE10562,14806,Woodview,Shanaway Road,,52.8501,-9.008
IE10563,14807,Aisling,Shanaway Road,,52.848,-9.0111
IE10564,14808,Shanvogh,Shanaway Road,,52.846,-9.0168
IE10565,14809,Kilnacally,Shanaway Road,,52.8437,-9.0222
IE10566,14810,Kilnacally,Shanaway Road,,52.844,-9.0217
IE10567,14811,Shanvogh,Shanaway Road,,52.846,-9.017
IE10568,14812,Aisling,Shanaway Road,,52.848,-9.0113
IE10569,14813,Woodview,Shanaway Road,,52.8502,-9.0076
IE10570,14814,Shanaway Road,Shanaway Road,,52.8509,-9.0043
IE10571,14815,Claureen,,,52.8501,-8.9975
IE10572,14816,Cloughleigh Road,Cloughleigh Road,Clough,52.8477,-8.9931
IE10573,14817,Hermitage,,,52.8462,-8.9898
IE10574,14818,Carmody Street,Carmody Street,,52.8431,-8.9876
IE10575,14819,Dalcassian Drive,Kilrush Road,,52.84,-8.9869
IE10576,14820,Collins Park,Kilrush Road,,52.8368,-8.9893
IE10577,14821,Cahercalla,Kilrush Road,,52.8337,-8.9924
IE10578,14822,College Green,College Green,,52.8307,-8.9872
IE10579,14823,Fergus Lawn,Tulla Road,,52.8521,-8.9729
IE10580,150451,Knockyclovaun,Newtown,,52.8101,-8.4539
IE10581,150491,Knockyclovaun,Newtown,,52.8106,-8.454
IE10582,15095,Fahee North,,,53.0427,-9.0291
IE10583,15096,Ennistymon,Lahinch Road,,52.9392,-9.296
IE10584,15097,Spanish Point North,,,52.8456,-9.4366
IE10585,240581,Dennehy's Cross,,,51.8884,-8.5066
IE10586,14686,Parnell Place,,,51.8988,-8.4674
IE10587,246461,Deans Hall,,,51.8787,-8.5248
IE10588,246471,Deans Hall,,,51.8786,-8.5249
IE10589,246901,Fairfield Heights,,,51.9146,-8.4902
IE10590,242421,Scoil Íosagáin,,,51.9108,-8.484
IE10591,240471,Summerhill North,,Summerhill North (Chamber of Comm),51.9029,-8.4605
IE10592,246581,Páirc Uí Rinn,,Pairc Ui Rinn Cork,51.8918,-8.4349
IE10593,246571,Willow Lawn,,Willow Lawn Cork,51.8913,-8.4484
IE10594,246541,Willow Lawn,,Willow Lawn Cork,51.8912,-8.4483
IE10595,246561,Yorkboro,,Bernadette Way Cork,51.8918,-8.4579
IE10596,246511,Ashton School,,Boreenmanna Road (Ashton School),51.8914,-8.4532
IE10597,214551,University Hospital,,Wilton Shopping Centre,51.8819,-8.5096
IE10598,235911,Park Hill,Skehard Road,Skehard Road,51.8871,-8.427
IE10599,230091,Langford Row,Windmill Road,Cork Capwell Depot,51.8912,-8.4687
IE10600,213801,Dennehy's Cross,Model Farm Road,Dennehy's Cross,51.8888,-8.5079
IE10601,213231,Merchants Quay,,Cork Merchants Quay,51.9,-8.468
IE10602,299001,Merchants Quay,,Cork Merchants Quay,51.9,-8.4682
IE10603,213911,Saint Finbarr's Hospital,Douglas Road,St Finbarr's Hospital,51.8898,-8.4613
IE10604,240491,Saint Patrick's Street,St Patricks Street,Patrick Street,51.8993,-8.4709
IE10605,243491,Saint Patrick's Street,St Patricks Street,Patrick Street,51.8989,-8.4711
IE10606,241201,Saint Patrick's Street,St Patricks Street,Patrick Street,51.8991,-8.471
IE10607,240171,Saint Patrick's Street,,Patrick Street,51.8992,-8.4711
IE10608,288811,Carrigmore Park,Ballinlough Road,Ballinlough Road,51.8882,-8.4349
IE10609,256221,Fairfield Avenue East,,Fairfield Avenue,51.9167,-8.478
IE10610,252821,Infirmary Road,Langford Row,Langford Row,51.8927,-8.4664
IE10611,255091,UCC Gaol Cross,Western Road,An Oige Hostel Western Road,51.8947,-8.4946
IE10612,255121,Mayfield Library,Old Youghal Road,Library Old Youghal Road,51.9109,-8.4448
IE10613,255081,Bon Secours Hospital,College Road,Bon Secours Hospital Cork,51.8911,-8.4975
IE10614,255021,Cork Bus Station,,Cork Parnell Place Bus Station,51.8996,-8.4665
IE10615,210341,Halldene Estate,Curraheen Road,Halldene Estate Bishopstown,51.8751,-8.5369
IE10616,210591,Pearse Square,Pearse Road,Ballyphehane,51.884,-8.4824
IE10617,247201,Boherboy Road,Boherboy Road,Mayfield Lotabeg,51.9127,-8.4238
IE10618,212631,Cork Kent Station,Lower Glanmire Road,Outside Kent Station Cork,51.9008,-8.4588
IE10619,246921,Holy Cross School,Ringmahon Road,Opp Holy Cross,51.895,-8.401
IE10620,213201,Mahon Point West,,Mahon Point,51.8854,-8.3998
IE10621,211721,Farranree Church,Knockpogue Avenue,Faranree Church,51.9133,-8.4834
IE10622,246231,Presentation School,Connolly Road,Friar's Walk,51.8837,-8.4775
IE10623,246451,Glenheights Park,Glenheights Park,Glenthorn,51.9196,-8.4613
IE10624,212061,Wilton Lawn,Glasheen Road,Glasheen,51.8839,-8.5047
IE10625,13083,Cork Saint Patrick's Quay,Saint Patrick's Quay,St. Patricks Quay,51.9005,-8.4652
IE10626,240571,Victoria Cross,,Victoria Cross,51.8923,-8.5058
IE10627,240861,Heatherton,,,51.8835,-8.4574
IE10628,241661,Heatherton,,,51.8833,-8.4564
IE10629,244101,Pearse Road West,,,51.8829,-8.4845
IE10630,243971,Sarahville Place,,,51.8815,-8.4847
IE10631,244111,Sarahville Place,,,51.8805,-8.4844
IE10632,242271,Vicars Road,,,51.8795,-8.4846
IE10633,244121,Vicars Road,,,51.8784,-8.4844
IE10634,244131,Connolly Park,,,51.8769,-8.4846
IE10635,243351,Wilton Shopping Centre,,,51.8815,-8.5066
IE10636,243751,Westgate Road,,,51.8792,-8.5214
IE10637,243741,Firgrove Gardens,,,51.8796,-8.5181
IE10638,240281,Boherboy Road,,,51.9126,-8.4238
IE10639,240291,Saint Joseph's Park,,,51.9124,-8.4259
IE10640,240301,Mayfield Shopping Centre,,,51.914,-8.4292
IE10641,213691,Lagan Grove,,,51.916,-8.4296
IE10642,213701,Liffey Park,,,51.9166,-8.4365
IE10643,213731,Ballinderry Park,,,51.9153,-8.4391
IE10644,213741,Boyne Crescent,,,51.9148,-8.4431
IE10645,213761,Clonard,,,51.9157,-8.4529
IE10646,242361,Dublin Street,,,51.9136,-8.4715
IE10647,242371,Dublin Hill Junction,,,51.9147,-8.4703
IE10648,242381,Blackpool Shopping Centre,,,51.916,-8.4712
IE10649,242391,Commons Road,,,51.9159,-8.4744
IE10650,242401,Farranferris Avenue,,,51.9159,-8.4782
IE10651,242411,Popham's Road West,,,51.9147,-8.4805
IE10652,242431,Upper Fairhill,,,51.9109,-8.4868
IE10653,213771,Mount Agnes Road,,,51.9108,-8.4911
IE10654,213781,Ascension Heights,,,51.9068,-8.4969
IE10655,213871,Carbery Grove,Carbery Grove,,51.906,-8.5016
IE10656,236641,Hollyhill Library,,,51.9047,-8.5044
IE10657,236651,Hillcrest,,,51.9025,-8.5068
IE10658,236661,Hollywood Estate,,,51.9023,-8.5105
IE10659,298981,Tadhg Barry Road,,,51.9036,-8.5134
IE10660,298951,Hollyhill,,,51.9054,-8.5153
IE10661,298961,Tadhg Barry Road,,,51.9037,-8.5132
IE10662,213971,Laurel Ridge,,,51.9008,-8.5097
IE10663,213981,Sunday's Well Road,,,51.8968,-8.5004
IE10664,214001,Wellington Place,,,51.8956,-8.5044
IE10665,241781,Bishopstown Park,,,51.8886,-8.5107
IE10666,241791,Farranlea Park,,,51.8884,-8.5158
IE10667,241801,Veterinary Laboratory,,,51.8889,-8.5197
IE10668,241811,IDA Model Farm,,,51.8888,-8.5271
IE10669,241821,Leesdale,,,51.8868,-8.5318
IE10670,210201,MTU Bishopstown,,,51.8841,-8.5316
IE10671,241831,Rossa Avenue,,,51.8804,-8.5301
IE10672,240021,Scoil an Spioraid Naoimh,,,51.878,-8.529
IE10673,243771,Westgate Road,,,51.8792,-8.522
IE10674,243781,Firgrove Gardens,,,51.8796,-8.5186
IE10675,225031,University Hospital,,,51.882,-8.5101
IE10676,240061,Liam Lynch Park,,,51.8843,-8.5071
IE10677,240071,Wilton Road,,,51.8869,-8.5068
IE10678,240081,Dennehy's Cross,,,51.8901,-8.5068
IE10679,240091,Victoria Cross,,,51.892,-8.5062
IE10680,214031,Sunday's Well Road,,,51.8968,-8.5005
IE10681,214021,Shanakiel Road,,,51.8984,-8.506
IE10682,236861,Hollywood Estate,,,51.9024,-8.5105
IE10683,236871,Hillcrest,,,51.9027,-8.5068
IE10684,298991,Hollyhill Library,,,51.9052,-8.5041
IE10685,236881,Carbery Grove,,,51.9059,-8.5022
IE10686,236901,Ascension Heights,,,51.907,-8.4978
IE10687,236911,Churchfield Green,,,51.9074,-8.4958
IE10688,214041,Mount Agnes Road,,,51.9109,-8.4912
IE10689,242441,Close's Road,,,51.9129,-8.4889
IE10690,242671,Farranree Church,,,51.9142,-8.484
IE10691,242541,Popham's Road West,,,51.9144,-8.4814
IE10692,242551,Farranferris Avenue,,,51.9156,-8.4784
IE10693,242571,Commons Road,,,51.9162,-8.4744
IE10694,214091,Blackpool Shopping Centre,,,51.9163,-8.4709
IE10695,243551,Dublin Street,,,51.913,-8.4721
IE10696,243561,Blackpool Church,,,51.9111,-8.4735
IE10697,241491,Pynes Valley,,,51.9154,-8.4565
IE10698,241501,Clonard,,,51.9158,-8.4519
IE10699,214101,Boyne Crescent,,,51.9149,-8.4426
IE10700,214111,Ballinderry Park,,,51.9153,-8.4394
IE10701,214121,Liffey Park,,,51.9169,-8.4356
IE10702,214131,Lagan Grove,,,51.9155,-8.4292
IE10703,240271,Lotabeg Green,,,51.9123,-8.4206
IE10704,236921,Churchfield Gardens,,,51.9089,-8.4931
IE10705,236931,Churchfield Terrace,,,51.9077,-8.4918
IE10706,236941,Knockfree Avenue,,,51.907,-8.4907
IE10707,236951,Templeacre Avenue,,,51.9055,-8.4898
IE10708,236551,Gurranebraher Road,,,51.9039,-8.4882
IE10709,298971,Saint Brigid's Road,,,51.9046,-8.4863
IE10710,236971,School Avenue,,,51.9049,-8.4833
IE10711,236981,Wolfe Tone Street,,,51.9048,-8.4791
IE10712,236991,Roman Street,,,51.9043,-8.4755
IE10713,230131,Upper John Street,,,51.9025,-8.4741
IE10714,237001,Camden Quay,,,51.9011,-8.4715
IE10715,237041,Albert Road,,,51.8978,-8.4598
IE10716,237051,Kennedy Park,,,51.8956,-8.4566
IE10717,230111,Marina Park,,,51.894,-8.4525
IE10718,237061,Ashton Park,,,51.8942,-8.4499
IE10719,237071,Richmond Estate,,,51.8937,-8.4454
IE10720,237081,Janeville,,,51.8946,-8.4387
IE10721,237091,Ballintemple,,,51.8952,-8.4351
IE10722,237101,Ardfoyle Place,,,51.8962,-8.4318
IE10723,237111,Beaumont Drive,,,51.8943,-8.4305
IE10724,237121,Beaumont Crescent,,,51.8925,-8.4293
IE10725,237131,Beaumont Lawn,,,51.8915,-8.4264
IE10726,242001,Marian Park,,,51.8915,-8.4215
IE10727,242851,Clontarf Estate,,,51.889,-8.4165
IE10728,242861,Skehard Lawn,,,51.8903,-8.4125
IE10729,237161,Blackrock Hall,,,51.8907,-8.4093
IE10730,237171,Ballinure Avenue,,,51.8909,-8.4038
IE10731,237181,Rockwood,,,51.8909,-8.3995
IE10732,237191,Ringmahon Park,,,51.8917,-8.3952
IE10733,237201,Ravensdale Road,,,51.8937,-8.3965
IE10734,246351,Ravensdale Road,,,51.8933,-8.396
IE10735,234041,Ferney Road,,,51.8977,-8.3984
IE10736,213861,Holy Cross School,,,51.8949,-8.401
IE10737,236671,Dunlocha Cottages,,,51.8945,-8.405
IE10738,236681,Meadow Grove Estate,,,51.8938,-8.4078
IE10739,236691,Convent Road,,,51.8955,-8.4104
IE10740,210431,Blackrock Village,,,51.8973,-8.4128
IE10741,236701,Blackrock Church,,,51.8969,-8.4178
IE10742,236711,Dundanion Court,,,51.8965,-8.4201
IE10743,236731,Marian Park,,,51.8914,-8.4212
IE10744,236741,Beaumont Lawn,,,51.8914,-8.4261
IE10745,236751,Beaumont Crescent,,,51.8926,-8.4296
IE10746,236761,Beaumont Drive,,,51.894,-8.4306
IE10747,250171,Ardfoyle Place,,,51.896,-8.4319
IE10748,236771,Ballintemple,,,51.8952,-8.4349
IE10749,236781,Janeville,,,51.8946,-8.4377
IE10750,236791,Chiplee,,,51.8942,-8.4405
IE10751,236801,Richmond Estate,,,51.8936,-8.4455
IE10752,236811,Ashton Park,,,51.894,-8.4504
IE10753,236821,Marina Park,,,51.8943,-8.4546
IE10754,236831,Kennedy Park,,,51.8952,-8.4563
IE10755,236841,Albert Road,,,51.8967,-8.4597
IE10756,236851,Eglinton Street,,,51.8973,-8.4649
IE10757,242331,Upper John Street,,,51.9027,-8.4742
IE10758,230141,Wolfe Tone Street,,,51.9047,-8.4789
IE10759,230151,School Avenue,,,51.9048,-8.4835
IE10760,230161,Saint Brigid's Road,,,51.9044,-8.4864
IE10761,236961,Gurranebraher Road,,,51.9036,-8.4889
IE10762,236561,Mount Eden Road,,,51.9034,-8.4911
IE10763,236571,Baker's Road,,,51.9036,-8.4951
IE10764,213721,Saint Mary's Health Campus,,,51.9049,-8.4963
IE10765,236591,Knocknaheeny Avenue,,,51.9078,-8.4986
IE10766,236601,Dunmore Gardens,,,51.9084,-8.5021
IE10767,236611,Kilmore Heights,,,51.9078,-8.5066
IE10768,236621,Courtown Park,,,51.9063,-8.508
IE10769,236631,Courtown Drive,,,51.9056,-8.5062
IE10770,242291,Clarkes Road,,,51.8826,-8.4776
IE10771,242301,Connolly Road,,,51.8823,-8.4741
IE10772,242311,O'Growney Crescent,,,51.8822,-8.4713
IE10773,242321,Cemetery Cross,,,51.884,-8.4682
IE10774,242611,Turner's Cross Stadium,,,51.8856,-8.4667
IE10775,240881,Evergreen Road,,,51.8883,-8.4681
IE10776,240891,Langford Row,,,51.8918,-8.4684
IE10777,240901,Infirmary Road,,,51.8933,-8.466
IE10778,240911,South Terrace,,,51.8943,-8.4668
IE10779,240921,George's Quay,,,51.895,-8.4707
IE10780,241211,South Mall,,,51.8969,-8.471
IE10781,242341,Watercourse Road,,,51.9067,-8.4744
IE10782,242351,O'Connell Street,,,51.9087,-8.474
IE10783,242661,Blackpool Church,,,51.9108,-8.4738
IE10784,242451,Willow Bank,,,51.9167,-8.492
IE10785,242461,Na Piarsaigh GAA,,,51.9185,-8.4936
IE10786,242471,Parklands Drive,,,51.9218,-8.4945
IE10787,242481,Parkmeade Close,,,51.9209,-8.4905
IE10788,242491,Saint John's Well,,,51.9192,-8.4906
IE10789,242501,Fairfield Meadows,,,51.9175,-8.4925
