Index Number,Stop Number,Common Stop Name,Street Name,Town Name,Latitude,Longitude
IE0,7010PB003857,Ballymagroarty,Aileach Road,Derry,55.0203, -7.3480
IE1,7010PB003858,Coshquin,Buncrana Road,Coshquin,55.0336,-7.3578
IE2,7010PB003859,Culmore Point,Culmore Road,Derry,55.0457,-7.2744
IE3,7010PB003860,Culmore Point,Culmore Road,Derry,55.0457,-7.2743
IE4,158131,Ulsterbus Depot,Foyle Stree,Derry,54.9966,-7.3179
IE5,12537,Derry Patrick Street,Patrick Street,Derry,55.0,-7.3223
IE6,13223,Water Street,Water Street,Derry,54.9961,-7.3173
IE7,701000004,Dungiven,Main Street,Dungiven,54.9251,-6.9201
IE8,701000005,Dungiven,Main Street,Dungiven,54.9238, -6.9187
IE9,701000003,Guild Hall,Shipquay Place,Derry,54.9975,-7.3192
IE10,158241,Magee Campus,Boating Club Lane,Derry,55.0029,-7.3220
IE11,7010GA00002,Magilligan Point, Point Road,Limavady,55.191,-6.9658
IE12,13225,Derry Foyleside,Foyle Street,Derry,54.9941,-7.3173
IE13,13224,Drumahoe Park and Ride,Tirbracken Road,Derry,54.9745,-7.2584
IE14,7010GA12754,Ballycastle,Ballycastle,Ballycastle,55.2079,-6.2405
IE15,7010GA12755,Rathlin Island,Rathlin Island,Rathlin Island,55.2927,-6.1952
IE16,7020IR2162,Belfast Grand Central,Boyne Bridge Place,Belfast,54.5951, -5.9386
IE17,7020IR0037,Lisburn Train Station,Bachelors Walk,Lisburn,54.5137, -6.0451
IE18,702000000241,Jury's Inn,Great Victoria Street,Belfast,54.5963,-5.9348
IE19,702000006268,Downpatrick Bus Station,Market Street,Downpatrick,54.3259,-5.7197
IE20,702000007262,Downpatrick Bus Station,Market Street,Downpatrick,54.3259,-5.7197
IE21,702000000240,Europa Bus Centre,Glengall Street,Belfast,54.5946,-5.9366
IE22,702000015363,Europa Bus Centre,Glengall Street,Belfast,54.5945,-5.9366
IE23,702000015422,Europa Bus Centre,Glengall Street,Belfast,54.5951,-5.9363
IE24,7020GA00001,Strangford,The Slip,Strangford,54.3715,-5.555
IE25,7020GA00002,Portaferry,The Strand,Portaferry,54.3807,-5.55
IE26,156091,Glengall Street,Glengall Street,Belfast,54.5951,-5.9372
IE27,13226,Belfast International Airport,,Belfast,54.6624,-6.2179
IE28,703000007629,Clough,Main Street,Clough,54.2917,-5.8376
IE29,703000007708,Clough,Main Street,Clough,54.2919,-5.8376
IE30,703000004183,Banbridge,Newry Street,Banbridge,54.3465,-6.2715
IE31,7040IR0090,Lurgan Train Station,William Street,Lurgan,54.467,-6.3385
IE32,7040IR0042,Newry Train Station,Newry Bypass,Newry,54.1887,-6.3624
IE33,7040IR0045,Portadown Train Station,Northway,Portadown,54.425,-6.4453
IE34,704000004126,Hilltown,Main Street,Newry,54.1949,-6.1457
IE35,704000004127,Hilltown,Main Street,Newry,54.1948,-6.1454
IE36,704000004096,Rathfriland,Church Street,Newry,54.2366,-6.1585
IE37,158011,Lonsdale Road Bus Station,Londsdale Road,Armagh,54.3524,-6.6543
IE38,704000000235,Lonsdale Road Bus Station,Londsdale Road,Armagh,54.3523,-6.6543
IE39,7040B558051,Portadown,High Street,Portadown,54.4218,-6.4456
IE40,7040B558021,Portadown,Market Street,Portadown,54.4228,-6.4434
IE41,7040B558041,Lurgan,Aghacommon Embankment,Lurgan,54.4672,-6.3999
IE42,704000007336,Castlewellan,Main Street,Newry,54.2571,-5.9444
IE43,704000007346,Castlewellan,Main Street,Newry,54.257,-5.9444
IE44,704000007623,Dundrum,Main Street,Dundrum,54.2576,-5.8444
IE45,704000007714,Dundrum,Main Street,Dundrum,54.2576,-5.8442
IE46,139781,Meigh Cross,Dublin Road,Newry,54.1159,-6.3571
IE47,139771,Killeen Bridge,Forkhill Road,Newry,54.131,-6.3465
IE48,139491,Buttercrane Shopping Centre,Buttercrane Quay,Newry,54.1729,-6.341
IE49,139501,Newry,Buttercrane Quay,Newry,54.1722,-6.3404
IE50,139481,Newry,Merchant's Quay,Newry,54.1683,-6.3391
IE51,107131,Cullaville,Concession Road,Cullaville,54.062,-6.6435
IE52,704000004120,Mayobridge,Newry Road,Mayobridge,54.1805,-6.2313
IE53,704000004133,Mayobridge,Newry Road,Mayobridge,54.1805,-6.2311
IE54,704000006235,Newcastle,Railway Street,Newcastle,54.215,-5.8883
IE55,704000007728,Newcastle,Railway Street,Newcastle,54.215,-5.8883
IE56,704000015104,Kilcoo,Main Street,Kilcoo,54.2313,-6.0306
IE57,704000015105,Kilcoo,Main Street,Kilcoo,54.2314,-6.0307
IE58,156051,Newry,Downshire Road,Newry,54.176,-6.3395
IE59,150611,Southern Regional College,Patrick Street,Newry,54.1765,-6.3454
IE60,156061,Newry Bus Station,Merchants Quay,Newry,54.175,-6.3401
IE61,7040GA00004,Greencastle,Greencastle Pier Road,Kilkeel,54.0382,-6.0989
IE62,139761,Killeen Bridge,Forkhill Road,Newry,54.131,-6.3461
IE63,139511,Newry (Opp Quay Shopping Centre),Albert Basin,Newry,54.1687,-6.339
IE64,139791,Meigh Cross (Service Station),Dublin Road,Jonesborough,54.1159,-6.3573
IE65,14972,Crossmaglen,The Square,Crossmaglen,54.0772,-6.6072
IE66,14973,Cullaville,Concession Road,Cullaville,54.0624,-6.6436
IE67,14974,Cullaville,Cullaville Road,Cullaville,54.063,-6.6429
IE68,108081,Enniskillen,Friths Pass,Enniskillen,54.3437,-7.6401
IE69,140901,Bellanaleck,Derrylin Road,Bellanaleck,54.295,-7.638
IE70,631071,Loughview Drive,Sligo Road,Belcoo,54.2974,-7.8701
IE71,141551,Bellanaleck,Derrylin Road,Bellanaleck,54.2951,-7.6378
IE72,141561,Derrylin,Main Street,Derrylin,54.1917,-7.5657
IE73,140871,Derrylin,Main Street,Derrylin,54.1917,-7.5659
IE74,630101,Letterbreen,Sligo Road,Letterbreen,54.3095,-7.7322
IE75,630091,Letterbreen,Sligo Road,Letterbreen,54.3093,-7.7327
IE76,705000000227,Lisnarick,Main Street,Lisnarick,54.4746,-7.7011
IE77,705000000228,Lisnarick,Main Street,Lisnarick,54.4746,-7.7012
IE78,705000000232,Shore Road Car Park,Shore Road,Enniskillen,54.3435,-7.638
IE79,705000000233,Shore Road Car Park,Shore Road,Enniskillen,54.3436,-7.638
IE80,705000000220,Derrylin,Main Street,Derrylin,54.2,-7.5759
IE81,705000000219,Derrylin,Main Street,Derrylin,54.1999,-7.576
IE82,141541,Belleek,Main Street,Belleek,54.4762,-8.0945
IE83,600271,Lisnarick,Main Street,Lisnarick,54.4765,-7.699
IE84,600281,Lisnarick,Main Street,Lisnarick,54.4764,-7.699
IE85,631001,Belcoo,Sligo Road,Belcoo,54.2973,-7.8699
IE86,600291,Kesh,Main Street,Kesh,54.5226,-7.7227
IE87,7050B600311,Kesh,Main Street,Kesh,54.5225,-7.7225
IE88,7060000001,Omagh,Mountjoy Road,Omagh,54.6107,-7.3233
IE89,13812,Strabane,Bradley Way,Strabane,54.8315,-7.4697
IE90,157111,Newtownstewart,Townhall Street,Newtownstewart,54.7219,-7.373
IE91,158141,Sion Mills,Melmount Road,Sion Mills,54.7858,-7.4723
IE92,152481,Sion Mills,Melmount Road,Sion Mills,54.7843,-7.4716
IE93,158101,Newtownstewart,Townhall Street,Newtownstewart,54.7218,-7.373
IE94,706000009127,Dungannon,Annahvil Road,Dungannon,54.501,-6.7741
IE95,706000009239,Dungannon,Annahvil Road,Dungannon,54.501,-6.7741
IE96,706000015376,Ballygawley,Tullybryan Road,Ballygawley,54.4563,-7.0339
IE97,706000006,Toome,Main Street,Toome,54.7602,-6.4609
IE98,156031,Ballygawley,Tullybryan Road,Ballygawley,54.4563,-7.0339
IE99,158181,Canal Street,Canal Street,Strabane,54.8277,-7.4638
IE100,158031,Ulsterbus Depot,Drumragh Avenue,Omagh,54.6013,-7.3018
IE101,158121,Bradley Way,Bradley Way,Strabane,54.8265,-7.4701
IE102,14066,Straughroy,Gortin Road,Omagh,54.6131,-7.325
IE103,14065,Straughroy,Gortin Road,Omagh,54.613,-7.3251
IE104,14744,Ballygawley,Omagh Road,Ballygawley,54.4592,-7.033
IE105,14745,Ballygawley,Omagh Road,Ballygawley,54.4591,-7.033
IE106,14746,Aughnacloy,Moore Street,Aughnacloy,54.4151,-6.9766
IE107,14759,Strabane,Bradley Way,Strabane,54.8314,-7.4695
IE108,598121,SETU Carlow,Kilkenny Road,Carlow,52.8301,-6.9361
IE109,136211,Rathvilly,Phelan Street,Rathvilly,52.8806,-6.6956
IE110,821000011,Barrack Street,Barrack Street,Carlow,52.8354,-6.9254
IE111,335572,Carlow Bus Station,Hanover Lane,Carlow,52.8337,-6.927
IE112,335571,Carlow Bus Station,Hanover Lane,Carlow,52.8337,-6.9269
IE113,11721,Carlow Bus Station,Hanover Lane,Carlow,52.8336,-6.9269
IE114,136071,Ballyknockan,R448 Slip Road,Leighlinbridge,52.7355,-6.9871
IE115,13626,Borris,Main Street,Borris,52.6002,-6.924
IE116,8210B3390801,Seskin Road,R448,Leighlinbridge,52.7389,-6.9857
IE117,339431,Royaloak,Royal Oak Road,Bagenalstown,52.7042,-6.9842
IE118,351811,Royal Oak,Royal Oak Road,Bagenalstown,52.7024,-6.9848
IE119,351141,Rathvilly,N81,Rathvilly,52.8806,-6.6952
IE120,351142,Rathvilly,N81,Rathvilly,52.8806,-6.6953
IE121,134022,Hacketstown,Main Street,Hacketstown,52.8653,-6.5585
IE122,134021,Hacketstown,Main Street,Hacketstown,52.8654,-6.5585
IE123,355562,Tullow Centre,The Square,Tullow,52.8031,-6.7359
IE124,351181,Kildavin,Main Street,Kildavin,52.6839,-6.6854
IE125,351871,Leighlinbridge,Main Street,Leighlinbridge,52.7367,-6.9758
IE126,13228,Leighlinbridge,Carlow Road,Leighlinbridge,52.7365,-6.976
IE127,351831,Bagenalstown West,Royal Oak Road,Bagenalstown,52.7005,-6.966
IE128,351821,Bagenalstown West,Royal Oak Road,Bagenalstown,52.7005,-6.9648
IE129,821000012,Bagenalstown,Church Street,Bagenalstown,52.7015,-6.959
IE130,821000013,Bagenalstown,Church Street,Bagenalstown,52.7015,-6.9593
IE131,821000016,Dublin Road,Dublin Road,Tullow,52.8092,-6.7276
IE132,13229,Saint Patrick's Park,Saint Patrick's Park,Tullow,52.8044,-6.7443
IE133,13230,Bennekerry,Kernanstown Road,Carlow,52.8217,-6.8779
IE134,351711,Ballon,Main Street,Ballon,52.7402,-6.7704
IE135,351721,Ballon,Main Street,Ballon,52.7401,-6.7702
IE136,13608,Carlow College,College Street,Carlow,52.8386,-6.9272
IE137,154001,Tullow North,Bunclody Road,Tullow,52.8047,-6.7325
IE138,153991,Tullow North,Bunclody Road,Tullow,52.8048,-6.7325
IE139,821000001,Iona Drive,Iona Drive,Carlow,52.8398,-6.9191
IE140,821000002,Iona Drive,Iona Drive,Carlow,52.8396,-6.919
IE141,136231,Hacketstown,Main Street,Hacketstown,52.8652,-6.5584
IE142,136061,SETU Carlow,Kilkenny Road,Carlow,52.83,-6.936
IE143,10438,Rathtoe,Rathtoe Road,Rathtoe,52.788,-6.8006
IE144,8210TR000006,Tullys Travel,Tullow Street,Carlow,52.8363,-6.9305
IE145,8210TR000008,Heatons,Shackleton Road,Carlow,52.8345,-6.9234
IE146,8210TR000007,Shaws Department Store,Tullow Street,Carlow,52.8365,-6.9312
IE147,10002,Kildavin,Main Street,Kildavin,52.6834,-6.6852
IE148,10003,Kildavin,Main Street,Kildavin,52.6834,-6.685
IE149,8210TR000001,Fdc Accountants,The Square,Tullow,52.8028,-6.7365
IE150,8210TR000005,Brooks Restaurant,Tullow Street,Carlow,52.8363,-6.9299
IE151,8210TR000004,Bruce Betting,Potato Market,Carlow,52.836,-6.9293
IE152,8210TR000003,Ulster Bank,Kennedy Avenue,Carlow,52.8346,-6.9281
IE153,8210TR000002,Carlow Train Station,St. Joseph's Road,Carlow,52.8407,-6.923
IE154,355563,Tullow Centre,Bridge Street,Tullow,52.8029,-6.7362
IE155,8210IR0002,Carlow,St. Joseph's Road,Carlow,52.8408,-6.9226
IE156,8210IR0001,Muine Bheag (Bagenalstown),Station Road,Bagenalstown,52.6992,-6.9527
IE157,11345,Tullow South,Abbey Street,Tullow,52.8009,-6.7395
IE158,11344,Tullow South,Abbey Street,Tullow,52.801,-6.7396
IE159,10874,Tinryland,Main Street,Tinryland,52.7984,-6.9
IE160,12324,Carlow Institute,Kilkenny Road,Carlow,52.8191,-6.945
IE161,12325,Carlow Institute,Kilkenny Road,Carlow,52.8193,-6.945
IE162,821000014,Granby Row,Granby Row,Carlow,52.8326,-6.9321
IE163,821000015,Granby Row,Granby Row,Carlow,52.8326,-6.9322
IE164,339081,Ballyknockan,R448,Leighlinbridge,52.7389,-6.9857
IE165,14131,SETU Green Road,Green Road,Carlow,52.8264,-6.9357
IE166,335561,Barrack Street,Barrack Street,Carlow,52.8354,-6.9254
IE167,11722,Carlow Station,St. Joseph's Road,Carlow,52.8407,-6.9229
IE168,11741,Carlow Station,St. Joseph's Road,Carlow,52.8408,-6.9228
IE169,821000023,Royal Oak Road,Royal Oak Road,Bagenalstown,52.7007,-6.9598
IE170,201001,Carlow Institute,Kilkenny Road,Carlow,52.8192,-6.9451
IE171,11097,Hanover Bus Park,Hanover Lane,Carlow,52.8337,-6.9269
IE172,201111,MSD Carlow,Dublin Road,Carlow,52.8543,-6.8846
IE173,111141,Green Lane,Green Lane,Carlow,52.8418,-6.9168
IE174,111151,Fire Station,Green Lane,Carlow,52.837,-6.9227
IE175,201011,Carlow Institute,Kilkenny Road,Carlow,52.8192,-6.9449
IE176,113931,Ashgrove,Tullow Road,Carlow,52.8306,-6.9124
IE177,113941,Mount Leinster Park,Tullow Road,Carlow,52.8331,-6.9134
IE178,202001,Barrow Valley,Sleaty Road,Carlow,52.8454,-6.941
IE179,11092,Carraig Abhainn,Kilkenny Road,Carlow,52.8259,-6.9372
IE180,110931,Bourlum Wood,Kilkenny Road,Carlow,52.8234,-6.9358
IE181,110941,SETU Green Road,Green Road,Carlow,52.8255,-6.9341
IE182,110951,New Street,New Street,Carlow,52.8297,-6.931
IE183,110961,Hanover Road,Hanover Road,Carlow,52.8314,-6.9291
IE184,110981,Fire Station,Green Lane,Carlow,52.837,-6.9229
IE185,110991,Green Lane,Green Lane,Carlow,52.8412,-6.9176
IE186,111001,Deerpark Roundabout,O'Brien Road,Carlow,52.845,-6.91
IE187,111011,Enterprise Business Park,O'Brien Road,Carlow,52.8404,-6.909
IE188,201041,Sandhills,Hacketstown Road,Carlow,52.8396,-6.9047
IE189,201051,Burrindale,Hacketstown Road,Carlow,52.8417,-6.9023
IE190,111041,Beechwood Park,Pollerton Road,Carlow,52.8447,-6.8993
IE191,201061,Tinteán Coille,Pollerton Big,Carlow,52.8468,-6.8957
IE192,111231,Tinteán Coille,Pollerton Big,Carlow,52.8467,-6.8953
IE193,111091,Beechwood Park,Pollerton Road,Carlow,52.8449,-6.899
IE194,111101,Burrindale,Hacketstown Road,Carlow,52.842,-6.902
IE195,111241,Sandhills,Hacketstown Road,Carlow,52.8394,-6.9074
IE196,111121,Enterprise Business Park,O'Brien Road,Carlow,52.8409,-6.9093
IE197,111131,Deerpark Roundabout,O'Brien Road,Carlow,52.8448,-6.9102
IE198,111171,Hanover Road,Hanover Road,Carlow,52.8319,-6.9287
IE199,111181,New Street,New Street,Carlow,52.829,-6.9315
IE200,111191,SETU Green Road,Green Road,Carlow,52.8257,-6.9339
IE201,111201,Bourlum Wood,Kilkenny Road,Carlow,52.823,-6.9361
IE202,111211,Carraig Abhainn,Kilkenny Road,Carlow,52.826,-6.9374
IE203,111221,Rath Abhainn,Kilkenny Road,Carlow,52.8226,-6.9417
IE204,111251,Sleaty Road,Sleaty Road,Carlow,52.844,-6.9397
IE205,111261,Sleaty Street,Sleaty Road,Carlow,52.8405,-6.9382
IE206,113911,Maryborough Street,Maryborough Street,Carlow,52.8371,-6.9384
IE207,111281,Carlow Castle,Castle Street,Carlow,52.8366,-6.9358
IE208,111291,Kennedy Avenue,Kennedy Avenue,Carlow,52.8357,-6.9315
IE209,111321,Pollerton Road,Pollerton Road,Carlow,52.8368,-6.9187
IE210,111331,Saint Patrick's Avenue,Saint Patrick's Avenue,Carlow,52.8373,-6.9144
IE211,111341,Castlewood Gardens,Pollerton Road,Carlow,52.8387,-6.9114
IE212,113921,Askea,Tullow Road,Carlow,52.8354,-6.9108
IE213,113951,Tullow Road,Tullow Road,Carlow,52.8315,-6.9073
IE214,111391,The Orchards,Tullow Road,Carlow,52.83,-6.9033
IE215,113961,Chapelstown,Tullow Road,Carlow,52.828,-6.8997
IE216,111431,Chapelstown,Tullow Road,Carlow,52.8278,-6.8995
IE217,111421,The Orchards,Tullow Road,Carlow,52.8301,-6.9037
IE218,112031,Tullow Road,Tullow Road,Carlow,52.8312,-6.9069
IE219,111461,Askea,Tullow Road,Carlow,52.8353,-6.9112
IE220,111601,Castlewood Gardens,Pollerton Road,Carlow,52.8383,-6.912
IE221,113131,Pollerton Road,Pollerton Road,Carlow,52.8367,-6.9194
IE222,111821,Kennedy Avenue,Kennedy Avenue,Carlow,52.8354,-6.9315
IE223,111861,Carlow Castle,Castle Street,Carlow,52.8367,-6.9361
IE224,111871,Maryborough Street,Maryborough Street,Carlow,52.8379,-6.9383
IE225,111881,Sleaty Street,Sleaty Road,Carlow,52.8399,-6.938
IE226,111621,Saint Patrick's Avenue,Pollerton Road,Carlow,52.8371,-6.9147
IE227,111891,Sleaty Road,Sleaty Road,Carlow,52.8441,-6.9398
IE228,202101,Wexford Road Business Park,Wexford Road,Carlow,52.8206,-6.8971
IE229,14527,Bagenalstown North,Kilree Street,Bagenalstown,52.7032,-6.9557
IE230,14526,Bagenalstown South,Kilree Street,Bagenalstown,52.7003,-6.9571
IE231,14525,Kilgraney,R705,Muine Bheag,52.6534,-6.9525
IE232,12022,Woodlawn Park,Borris Road,Borris,52.603,-6.9353
IE233,13625,Borris,Main Street,Borris,52.6001,-6.9241
IE234,14524,Coolnamara,R705,Borris,52.5512,-6.912
IE235,14523,Glynn,R705,Glynn,52.5027,-6.9066
IE236,14522,Saint Mullin's,R705,St Mullin's,52.4904,-6.9297
IE237,14521,Drummond,L1031,Saint Mullins,52.4719,-6.902
IE238,14520,Coolnamara,R705,Borris,52.5514,-6.9121
IE239,14519,Bagenalstown South,Kilree Street,Bagenalstown,52.7002,-6.9572
IE240,14518,Bagenalstown North,The Parade,Bagenalstown,52.7033,-6.9559
IE241,11910,Tyndall College,Kilkenny Road,Carlow,52.8191,-6.9449
IE242,14385,Woodlawn Park,Borris Road,Borris,52.6031,-6.9352
IE243,12850,Rathtoe,Rathtoe Road,Rathtoe,52.788,-6.8007
IE244,12851,Tinryland,Main Street,Tinryland,52.7984,-6.8998
IE245,12965,Rathcrogue Junction 5 (Event Stop),N80,Carlow,52.8026,-6.8826
IE246,13796,Saint Patrick's Park,Saint Patrick's Park,Tullow,52.8044,-6.7446
IE247,13797,Bennekerry,Kernanstown Road,Carlow,52.8218,-6.878
IE248,14481,Templeowen,Templeowen,Tullow,52.7991,-6.7419
IE249,14482,Templeowen,Templeowen,Tullow,52.7994,-6.7419
IE250,14503,Saint Mullin's,R705,St Mullin's,52.4903,-6.9299
IE251,14505,Kilgraney,R705,Muine Bheag,52.6535,-6.9523
IE252,14506,Borris,Lower Main Street,Borris,52.5996,-6.9226
IE253,14507,Glynn,R705,Glynn,52.5027,-6.9066
IE254,14508,Drummond,L1031,Saint Mullins,52.4719,-6.902
IE255,15016,Milford,R448,Milford,52.783,-6.9509
IE256,15017,Fenagh,R724,Fenagh,52.7155,-6.8469
IE257,15018,Myshall,R724,Myshall,52.6861,-6.7807
IE258,15019,Clonegal,Main Street,Clonegal,52.6958,-6.6489
IE259,15020,Myshall,R724,Myshall,52.6862,-6.7809
IE260,15021,Fenagh,R724,Fenagh,52.7159,-6.8474
IE261,15022,Milford,R448,Milford,52.7828,-6.9513
IE262,351841,Royal Oak,Royal Oak Road,Bagenalstown,52.7022,-6.9846
IE263,7672,Broombridge,Broombridge Road,Dublin,53.3724,-6.2989
IE264,1738,Clontarf Road Station,Alfie Byrne Road,Dublin,53.3635,-6.2239
IE265,7516,Temple View Avenue,Almearain,Dublin,53.4021,-6.1717
IE266,1228,Cromcastle Avenue,Kilbarron Road,Dublin,53.3924,-6.2185
IE267,1237,Cromcastle Avenue,Kilbarron Road,Dublin,53.3927,-6.219
IE268,497,Connolly Station,Amiens Street,Dublin,53.3505,-6.2507
IE269,135121,Connolly Station,Amiens Street,Dublin,53.3502,-6.2505
IE270,1500,Connolly Station,Amiens Street,Dublin,53.351,-6.2501
IE271,592,James Larkin Road,James Larkin Road,Dublin,53.3827,-6.1484
IE272,7513,Phoenix Park,Conyngham Road,Dublin,53.3509,-6.2968
IE273,6042,Church Avenue,Church Avenue,Dublin,53.3201,-6.265
IE274,7686,Broombridge,Broombridge Road,Dublin,53.3725,-6.2991
IE275,7588,Pearse Street,Pearse Street,Dublin,53.345,-6.2541
IE276,7577,Camden Street Lower,Camden Street Lower,Dublin,53.3338,-6.2653
IE277,2184,Walkinstown Road North,Walkinstown Road,Dublin,53.323,-6.3291
IE278,2102,Balfe Road,Drimnagh Road,Dublin,53.3242,-6.3261
IE279,1409,Crumlin Road,Crumlin Road,Dublin,53.3304,-6.2974
IE280,1436,Crumlin Road,Crumlin Road,Dublin,53.3309,-6.2965
IE281,1407,Rutland Avenue,Crumlin Road,Dublin,53.3315,-6.2944
IE282,1238,Kilmore Avenue,Kilmore Road,Dublin,53.3916,-6.2149
IE283,1222,Ardlea Road,Ardlea Road,Dublin,53.3841,-6.2068
IE284,1242,Ardlea Road,Ardlea Road,Dublin,53.3845,-6.2071
IE285,1080,Garville Avenue,Rathgar Road,Dublin,53.3149,-6.2719
IE286,770,RTÉ Studios,Stillorgan Road,Dublin,53.3146,-6.2257
IE287,135331,Dawson Street,Dawson Street,Dublin,53.3401,-6.2586
IE288,13613,Schoolhouse Hotel,Northumberland Road,Dublin,53.3372,-6.2396
IE289,13612,East Wall Road,East Wall Road,Dublin,53.3508,-6.226
IE290,1359,College Green,College Green,Dublin,53.3444,-6.2614
IE291,4522,College Green,College Green,Dublin,53.3443,-6.2606
IE292,1279,College Green,College Green,Dublin,53.3443,-6.2617
IE293,1278,College Green,College Green,Dublin,53.3442,-6.2613
IE294,4521,College Green,College Green,Dublin,53.3443,-6.2602
IE295,2498,IFSC,Custom House Quay,Dublin,53.3483,-6.2503
IE296,7611,North Wall Quay,North Wall Quay,Dublin,53.3473,-6.2366
IE297,494,Clare Street,Clare Street,Dublin,53.3414,-6.2517
IE298,1490,Griffith Avenue East,Griffith Avenue,Dublin,53.3689,-6.2286
IE299,1491,Griffith Avenue East,Griffith Avenue,Dublin,53.3685,-6.2276
IE300,7612,Merrion Square,Merrion Street Upper,Dublin,53.3415,-6.2503
IE301,6032,Cathal Brugha Street,Cathal Brugha Street,Dublin,53.3521,-6.2603
IE302,4508,Cathal Brugha Street,Cathal Brugha Street,Dublin,53.3523,-6.2597
IE303,286,Cathal Brugha Street,Cathal Brugha Street,Dublin,53.3522,-6.2599
IE304,278,O'Connell Street Upper,O'Connell Street Upper,Dublin,53.3516,-6.2612
IE305,1737,Strandville Avenue,Clontarf Road,Dublin,53.3629,-6.2197
IE306,1741,Strandville Avenue,Clontarf Road,Dublin,53.3631,-6.2208
IE307,1349,Victoria Street,South Circular Road,Dublin,53.3324,-6.2709
IE308,997,Northside SC,Oscar Traynor Road,Dublin,53.3942,-6.2115
IE309,968,Armstrong Walk,Oscar Traynor Road,Dublin,53.3938,-6.2107
IE310,5060,Cromcastle Road,Cromcastle Road,Dublin,53.3972,-6.224
IE311,6078,Cromcastle Road,Cromcastle Road,Dublin,53.3972,-6.2242
IE312,967,Coolock Drive,Coolock Drive,Dublin,53.3923,-6.2064
IE313,1004,Rathvale,Tonlegee Road,Dublin,53.3906,-6.1861
IE314,963,Rathvale,Tonlegee Road,Dublin,53.3905,-6.1866
IE315,964,St John's Church,Tonlegee Road,Dublin,53.3901,-6.1922
IE316,966,Oscar Traynor Road,Oscar Traynor Road,Dublin,53.3912,-6.2029
IE317,979,St Canice's GNS,Seamus Ennis Road,Dublin,53.39,-6.2971
IE318,972,Aulden Grange,Oscar Traynor Road,Dublin,53.397,-6.2349
IE319,1028,Chuchtown Road Lower,Milltown Road,Dublin,53.3085,-6.2557
IE320,1062,Chuchtown Road Lower,Milltown Road,Dublin,53.3083,-6.2553
IE321,1027,South Hill,Milltown Road,Dublin,53.3087,-6.2579
IE322,1063,South Hill,Milltown Road,Dublin,53.3086,-6.2589
IE323,1064,Dartry Road,Dartry Road,Dublin,53.3094,-6.2609
IE324,1026,Dartry Road,Dartry Road,Dublin,53.3091,-6.2603
IE325,1023,Rathmines Close,Rathmines Road Upper,Dublin,53.317,-6.2649
IE326,1024,Frankfort Avenue,Rathmines Road Upper,Dublin,53.3159,-6.265
IE327,1065,Trinity Hall,Dartry Road,Dublin,53.3118,-6.2628
IE328,1025,Trinity Hall,Dartry Road,Dublin,53.3116,-6.2625
IE329,1018,Cathal Brugha Barracks,Rathmines Road Lower,Dublin,53.3276,-6.2646
IE330,1071,Cathal Brugha Barracks,Rathmines Road Lower,Dublin,53.3273,-6.2648
IE331,1072,Richmond Street South,Richmond Street South,Dublin,53.331,-6.2646
IE332,1016,Richmond Street South,Richmond Street South,Dublin,53.3308,-6.2643
IE333,1067,Rathmines Close,Rathmines Road Upper,Dublin,53.3171,-6.2652
IE334,1007,Millbrook Drive,Tonlegee Road,Dublin,53.3912,-6.1724
IE335,1003,St John's Church,Tonlegee Road,Dublin,53.3903,-6.1911
IE336,1019,Military Road,Rathmines Road Lower,Dublin,53.3264,-6.2648
IE337,1070,Rathmines,Rathmines Road Lower,Dublin,53.325,-6.2654
IE338,1020,Rathmines,Rathmines Road Lower,Dublin,53.3251,-6.2651
IE339,1021,Rathmines Road Upper,Rathmines Road Upper,Dublin,53.3214,-6.2657
IE340,1017,Grove Park,Rathmines Road Lower,Dublin,53.3294,-6.2643
IE341,1013,Earlsfort Terrace,Earlsfort Terrace,Dublin,53.3342,-6.2583
IE342,1015,Harcourt Street,Adelaide Road,Dublin,53.3327,-6.26
IE343,2412,Fortfield Road North,Fortfield Road,Dublin,53.3109,-6.3018
IE344,6361,Seagrave Rise,Jamestown Road,Dublin,53.4059,-6.2918
IE345,6276,Seagrave Rise,Jamestown Road,Dublin,53.4061,-6.2919
IE346,1807,Old Racecourse,Navan Road,Dublin,53.3744,-6.3393
IE347,1847,Old Racecourse,Navan Road,Dublin,53.3729,-6.3339
IE348,1668,Old Race Course,Castleknock Road,Dublin,53.3708,-6.3403
IE349,1694,Old Race Course,Castleknock Road,Dublin,53.371,-6.3399
IE350,1667,Castleknock Road,Castleknock Road,Dublin,53.3709,-6.3345
IE351,1695,Ashtown Gate,Castleknock Road,Dublin,53.371,-6.3343
IE352,7113,Northwood Avenue,Ballymun Road,Dublin,53.4025,-6.2649
IE353,6362,Hampton Wood,Saint Margaret's Road,Dublin,53.4065,-6.2896
IE354,1579,Heathfield Avenue,Cappagh Road,Dublin,53.3947,-6.3261
IE355,1582,Heathfield Avenue,Cappagh Road,Dublin,53.3952,-6.3274
IE356,1012,Naomh Barróg GAA,Kilbarrack Parade,Dublin,53.3902,-6.1526
IE357,7277,Baile na Laochra,Saint Margaret's Road,Dublin,53.4059,-6.2804
IE358,7276,Baile na Laochra,Saint Margaret's Road,Dublin,53.4061,-6.2808
IE359,956,Naomh Barróg GAA,Kilbarrack Parade,Dublin,53.3898,-6.1529
IE360,4985,Lanesborough View,Jamestown Road,Dublin,53.4023,-6.2914
